SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes,TotalCharges
0,10,100,True,False,True,False,True,False,False,True,1000
0,56,69,False,True,True,False,True,False,False,False,3864
0,48,104,False,False,True,False,False,False,False,False,4992
1,72,25,True,False,True,True,False,False,False,False,1800
0,1,21,False,False,True,False,False,False,False,True,21
0,29,20,False,False,True,False,True,False,False,False,580
0,25,25,True,False,True,False,True,False,False,True,625
0,68,54,False,False,True,False,True,False,False,False,3672
0,42,78,False,True,True,False,False,False,False,True,3276
0,6,20,False,True,True,False,False,False,False,False,120
0,18,101,True,False,True,False,True,False,False,False,1818
0,10,70,True,False,True,False,True,True,False,True,700
0,72,104,True,False,True,True,False,False,False,False,7488
0,63,105,True,True,True,False,True,False,False,False,6615
0,27,78,False,False,True,False,False,True,False,False,2106
0,35,25,False,True,True,False,False,False,False,False,875
0,18,90,False,False,True,False,False,False,False,True,1620
0,11,74,True,False,True,False,False,False,False,True,814
0,44,21,True,True,True,True,True,False,False,False,924
0,19,61,False,True,True,False,False,False,True,False,1159
0,72,93,False,True,True,False,False,True,False,False,6696
0,18,50,False,False,True,True,False,False,False,False,900
1,18,50,False,False,True,True,True,False,False,False,900
0,71,61,False,False,False,False,True,False,False,False,4331
0,30,55,False,False,True,False,False,True,False,False,1650
0,28,60,True,True,False,False,False,False,False,False,1680
0,37,79,False,False,True,False,False,False,True,True,2923
0,18,20,True,True,True,False,False,True,False,False,360
0,31,81,False,True,True,False,False,True,False,False,2511
0,5,56,True,False,True,True,True,True,False,False,280
1,30,78,True,False,True,False,False,False,True,False,2340
0,49,72,False,False,True,False,True,False,False,False,3528
0,12,45,True,False,True,False,False,True,False,True,540
0,1,78,False,False,True,False,False,True,False,True,78
0,4,90,False,True,True,False,True,False,False,True,360
0,3,21,True,False,True,True,False,False,True,True,63
0,3,79,False,False,True,False,False,False,True,True,237
0,37,66,True,False,True,False,True,False,False,False,2442
0,23,66,False,True,True,False,False,False,True,False,1518
0,23,79,False,False,True,False,False,False,False,False,1817
1,45,100,False,False,True,True,False,False,True,False,4500
0,22,20,True,True,True,False,True,False,True,False,440
0,24,100,True,False,True,False,False,False,False,False,2400
0,48,20,True,False,True,True,False,False,True,False,960
0,3,56,True,True,True,False,False,False,False,True,168
1,8,87,False,False,True,False,False,False,True,False,696
0,44,54,True,False,False,False,True,False,False,True,2376
0,56,91,False,False,True,False,False,False,False,False,5096
0,1,21,True,False,True,False,False,False,False,False,21
0,53,93,True,True,True,False,False,False,True,False,4929
0,59,19,True,True,True,False,False,False,False,False,1121
0,15,49,False,False,True,False,False,False,True,False,735
1,49,90,False,False,True,False,False,False,True,False,4410
0,39,56,False,False,False,False,False,False,False,True,2184
1,44,89,False,False,True,False,True,False,False,False,3916
0,3,53,True,False,True,False,False,True,False,True,159
1,16,74,True,False,True,False,False,True,False,True,1184
0,5,66,True,False,True,True,True,True,False,False,330
0,37,100,False,False,True,True,False,False,True,False,3700
0,9,51,False,False,True,True,True,False,False,False,459
0,35,20,False,True,True,True,False,False,True,False,700
0,7,86,False,False,True,False,False,False,False,True,602
0,1,20,False,False,True,True,False,False,True,True,20
0,29,25,False,False,False,False,False,True,False,True,725
0,51,95,False,True,True,True,True,False,True,False,4845
0,58,70,True,False,True,False,False,False,False,False,4060
0,4,39,True,True,False,True,False,True,False,False,156
0,64,111,False,True,True,True,True,False,False,False,7104
1,68,80,True,False,True,False,False,True,False,False,5440
1,62,96,False,True,True,False,False,True,False,False,5952
0,37,93,True,True,True,False,True,False,False,False,3441
0,43,20,False,False,True,False,False,True,False,False,860
0,65,92,False,True,True,True,True,True,False,False,5980
0,1,61,True,False,True,True,True,False,False,False,61
0,27,66,False,True,True,False,False,False,False,False,1782
0,57,20,False,True,True,False,False,False,False,False,1140
0,1,21,False,True,True,False,True,True,False,True,21
0,43,40,True,True,False,True,False,False,True,False,1720
0,48,112,True,True,True,True,False,False,True,False,5376
0,41,111,True,True,True,False,False,False,False,False,4551
0,68,90,False,False,True,False,False,False,False,False,6120
0,15,49,False,False,True,False,False,False,False,False,735
1,8,94,False,False,True,True,False,False,False,True,752
1,3,25,False,False,False,False,False,False,False,True,75
1,55,90,False,False,True,False,False,False,False,False,4950
1,16,72,True,False,True,True,True,True,False,True,1152
0,39,80,True,True,True,True,True,False,False,True,3120
0,10,95,False,False,True,False,False,False,True,True,950
0,46,109,False,False,True,False,False,False,False,False,5014
0,12,56,True,True,True,False,False,True,False,False,672
0,41,21,False,False,True,False,False,False,False,False,861
0,65,109,True,False,True,False,False,False,True,True,7085
0,21,79,False,False,True,False,False,True,False,False,1659
1,4,100,False,False,True,True,False,False,False,True,400
1,72,90,False,False,True,False,False,False,True,False,6480
0,47,25,True,True,True,False,False,False,True,False,1175
0,43,84,True,False,True,False,False,False,False,False,3612
0,72,113,False,True,True,True,True,True,False,False,8136
0,67,111,False,False,True,False,False,False,False,False,7437
0,6,89,False,False,True,False,False,False,True,True,534
0,60,70,False,False,True,False,False,False,False,False,4200
1,40,98,True,False,True,True,False,False,False,False,3920
0,66,91,False,True,True,False,True,False,False,False,6006
1,52,49,True,False,False,False,False,False,False,True,2548
0,1,94,False,False,True,True,True,False,True,True,94
0,58,93,False,True,True,True,True,False,False,True,5394
0,72,64,False,True,False,False,False,False,False,False,4608
1,35,95,True,False,True,False,False,True,False,True,3325
0,72,20,False,False,True,True,True,False,False,False,1440
0,51,69,False,False,True,True,False,True,False,False,3519
0,69,19,True,False,True,True,True,False,False,False,1311
0,69,100,True,False,True,False,True,False,False,False,6900
0,11,20,False,False,True,True,True,True,False,False,220
0,1,24,True,True,False,False,False,True,False,False,24
1,3,105,True,False,True,False,True,False,False,True,315
0,37,99,False,False,True,False,False,False,False,True,3663
1,4,25,True,False,False,False,True,False,False,True,100
1,67,95,True,False,True,False,True,False,False,False,6365
0,25,86,True,True,True,False,False,False,True,False,2150
0,72,92,True,False,True,True,True,False,False,False,6624
0,8,51,True,True,True,False,True,False,False,False,408
0,10,80,False,False,True,False,True,False,False,True,800
0,6,20,True,False,True,False,True,False,False,False,120
1,52,81,True,True,True,False,False,False,True,False,4212
0,70,25,True,True,True,False,False,True,False,False,1750
1,70,92,False,False,True,True,False,True,False,False,6440
0,58,25,True,False,True,True,False,True,False,False,1450
0,70,77,True,False,True,True,True,False,False,False,5390
0,72,20,False,True,True,True,True,False,False,False,1440
0,66,49,False,True,True,True,True,False,False,False,3234
0,16,36,False,True,False,False,True,False,False,False,576
0,35,59,False,True,True,False,True,False,False,False,2065
1,65,95,False,False,True,False,False,False,True,False,6175
1,2,44,False,False,True,False,True,False,False,False,88
0,30,49,False,False,True,False,False,True,False,False,1470
0,14,90,True,False,True,True,False,False,True,True,1260
0,7,20,True,True,True,False,False,True,False,False,140
0,2,79,True,False,True,False,False,False,True,True,158
0,66,85,True,False,True,False,True,False,True,False,5610
0,3,21,True,False,True,True,True,True,False,False,63
0,1,20,True,True,True,False,False,True,False,True,20
0,68,64,False,False,True,True,True,False,False,False,4352
0,10,86,False,False,True,False,False,False,True,True,860
0,49,100,False,True,True,True,True,False,False,True,4900
0,23,20,False,False,True,True,True,True,False,False,460
1,13,97,False,False,True,False,False,False,True,False,1261
0,65,20,True,True,True,True,True,False,False,False,1300
1,28,36,False,True,False,False,False,False,False,False,1008
1,2,90,False,False,True,False,False,False,False,True,180
0,9,76,True,False,True,False,False,False,False,False,684
0,54,110,True,False,True,True,False,False,False,False,5940
0,25,62,True,True,True,False,True,False,False,False,1550
0,19,20,False,True,True,True,False,False,True,False,380
0,71,85,True,True,True,False,False,False,False,False,6035
0,36,20,True,False,True,True,False,False,True,False,720
0,25,25,False,False,True,True,True,True,False,True,625
0,59,81,False,False,True,False,False,True,False,False,4779
0,71,24,True,True,True,False,True,False,False,False,1704
1,46,95,False,False,True,True,True,True,False,True,4370
0,16,68,False,True,True,True,True,False,False,False,1088
0,49,96,False,True,True,True,True,False,True,True,4704
0,24,85,True,True,True,True,True,False,False,False,2040
0,2,43,False,False,False,False,True,False,False,True,86
0,58,67,False,True,True,True,False,False,True,False,3886
0,1,89,True,False,True,True,False,False,True,False,89
1,45,86,False,False,True,False,False,True,False,False,3870
0,1,50,True,False,True,False,True,False,False,True,50
1,8,43,True,False,False,False,False,False,False,False,344
0,22,90,False,False,True,False,False,False,False,True,1980
0,66,116,True,False,True,False,False,False,False,False,7656
0,8,74,True,False,True,False,True,True,False,True,592
0,72,106,True,True,True,True,True,True,False,False,7632
0,47,64,False,True,True,False,False,True,False,False,3008
0,4,72,True,False,True,False,False,True,False,True,288
0,29,79,False,False,True,False,False,False,False,True,2291
0,72,116,False,False,True,False,False,False,False,False,8352
0,16,85,False,False,True,False,False,False,False,True,1360
0,2,80,True,False,True,True,False,False,True,False,160
0,68,71,True,False,True,False,False,False,False,False,4828
1,33,25,True,False,True,False,True,False,False,False,825
0,61,19,False,True,True,True,True,False,False,True,1159
0,23,79,False,False,True,False,False,True,False,True,1817
0,19,49,True,True,True,True,True,True,False,False,931
0,13,41,True,True,False,False,True,False,False,False,533
0,21,86,False,False,True,False,False,False,False,True,1806
1,62,105,False,False,True,True,True,False,False,False,6510
0,29,25,False,False,True,False,False,False,True,False,725
0,38,101,True,True,True,False,False,False,True,False,3838
1,31,74,False,False,True,True,True,False,False,True,2294
0,1,44,False,False,True,False,False,False,True,True,44
0,71,66,True,True,True,True,True,False,False,False,4686
0,4,20,True,True,True,False,True,False,False,False,80
0,4,64,False,False,True,True,True,False,False,False,256
0,69,99,False,False,True,False,False,False,False,False,6831
0,64,81,True,False,True,False,False,True,False,False,5184
0,60,79,True,False,True,False,False,True,False,False,4740
0,63,105,True,False,True,True,True,True,False,False,6615
0,35,19,True,False,True,True,True,False,False,False,665
1,17,76,True,False,True,False,False,False,True,True,1292
0,63,97,False,False,True,True,True,True,False,False,6111
1,19,66,True,False,True,True,True,False,False,False,1254
0,21,111,True,False,True,False,False,False,False,True,2331
1,57,95,False,True,True,False,False,False,False,False,5415
0,8,50,True,False,True,True,True,False,False,False,400
0,6,21,True,False,True,False,True,False,False,False,126
0,66,61,False,False,False,False,False,True,False,False,4026
0,63,76,False,True,True,True,True,False,True,False,4788
0,28,92,True,True,True,True,False,False,False,False,2576
0,23,75,False,False,True,False,False,False,False,False,1725
0,29,20,False,False,True,False,False,False,False,False,580
1,18,81,True,False,True,False,False,False,False,False,1458
0,53,46,True,False,False,False,True,False,False,False,2438
0,10,70,False,True,True,True,False,False,False,False,700
0,39,50,True,False,True,False,False,False,False,False,1950
0,17,75,False,False,True,False,False,False,True,False,1275
0,37,91,True,True,True,True,True,False,False,False,3367
0,33,20,False,True,True,False,False,False,True,False,660
0,19,89,False,True,True,False,True,True,False,False,1691
0,7,61,False,False,True,True,False,False,True,False,427
0,9,73,False,True,True,True,True,True,False,True,657
1,59,64,True,False,False,True,False,False,False,False,3776
0,55,104,False,True,True,False,False,False,False,False,5720
0,4,94,False,False,True,False,False,False,False,True,376
0,57,21,True,True,True,True,True,False,False,False,1197
0,68,115,False,False,True,True,True,False,False,False,7820
0,64,74,False,False,True,False,False,False,False,False,4736
0,72,103,False,True,True,False,False,False,True,False,7416
1,8,84,False,False,True,False,False,False,False,True,672
0,1,46,True,False,True,False,False,False,True,False,46
0,69,95,True,True,True,False,False,False,False,False,6555
0,56,80,False,False,True,True,True,False,False,False,4480
0,9,65,True,False,True,False,False,True,False,False,585
0,59,80,False,False,True,True,True,False,False,False,4720
0,12,80,False,False,True,False,True,False,False,False,960
0,4,85,True,True,True,True,True,False,False,True,340
1,3,70,False,False,True,True,False,True,False,True,210
0,1,51,True,False,True,False,False,False,False,False,51
0,29,99,True,False,True,False,False,False,False,False,2871
0,71,84,False,False,True,False,True,False,False,False,5964
0,23,58,False,True,True,False,False,True,False,False,1334
0,6,26,True,True,True,False,False,False,False,False,156
0,37,19,False,True,True,False,False,True,False,False,703
0,24,74,True,False,True,True,True,False,True,False,1776
0,49,101,False,False,True,True,False,True,False,False,4949
0,11,96,False,False,True,True,True,False,False,True,1056
0,44,100,True,False,True,False,True,True,False,False,4400
0,11,25,False,False,True,True,False,False,True,False,275
0,43,29,True,True,False,True,True,True,False,False,1247
0,1,51,False,False,True,True,False,False,True,True,51
0,23,24,False,True,True,True,True,False,False,False,552
1,25,70,False,False,True,False,False,False,True,False,1750
1,14,75,True,False,True,True,True,False,False,False,1050
0,10,80,False,False,True,False,False,False,False,True,800
0,27,81,True,True,True,False,False,True,False,False,2187
0,3,105,True,False,True,True,True,False,False,True,315
0,10,26,True,False,True,False,False,True,False,False,260
1,5,45,True,False,False,False,False,False,True,False,225
0,48,26,True,True,True,False,False,False,False,False,1248
1,7,65,False,False,True,True,True,False,True,False,455
0,44,49,False,False,False,False,False,False,False,False,2156
0,4,77,False,False,True,False,False,False,True,True,308
0,37,99,True,False,True,False,True,False,False,True,3663
0,13,19,False,False,True,False,False,False,True,False,247
0,39,59,False,False,True,True,True,True,False,False,2301
0,42,56,True,False,True,False,False,False,False,False,2352
0,46,105,False,True,True,False,False,False,False,True,4830
0,16,56,True,True,True,True,True,False,False,False,896
0,54,46,True,True,False,False,True,False,True,False,2484
0,33,66,True,False,True,True,False,False,False,False,2178
0,22,51,False,False,False,True,True,False,True,False,1122
0,35,89,True,False,True,False,False,False,True,False,3115
0,4,21,False,False,True,False,False,False,False,True,84
0,36,21,True,False,True,False,True,True,False,False,756
0,25,54,True,True,True,False,True,False,False,False,1350
0,3,71,False,False,True,True,True,False,False,False,213
0,22,101,True,False,True,True,True,False,False,True,2222
0,16,101,False,True,True,False,False,True,False,False,1616
1,50,107,False,False,True,False,True,True,False,False,5350
0,10,21,False,False,True,True,True,False,False,False,210
0,25,74,False,False,True,True,False,False,True,True,1850
1,32,96,True,False,True,True,True,True,False,True,3072
0,63,19,False,True,True,False,False,True,False,False,1197
0,5,49,True,True,True,False,True,False,False,False,245
1,44,30,True,False,False,False,False,True,False,True,1320
1,16,96,False,False,True,True,False,True,False,True,1536
0,30,106,False,False,True,True,True,False,True,False,3180
0,55,45,False,False,True,True,False,False,True,False,2475
1,61,65,False,True,True,False,False,True,False,False,3965
0,1,20,True,True,True,False,True,False,False,True,20
0,54,94,False,False,True,False,True,True,False,False,5076
0,10,70,True,False,True,False,False,True,False,True,700
0,40,55,True,True,True,True,True,True,False,True,2200
0,51,79,False,True,True,True,True,True,False,False,4029
0,64,99,True,False,True,False,False,False,False,False,6336
0,72,26,True,False,True,True,True,True,False,False,1872
0,53,20,False,True,True,True,True,True,False,False,1060
0,3,25,True,False,False,False,True,True,False,True,75
1,1,70,True,False,True,False,False,False,False,False,70
0,13,84,True,True,True,True,True,True,False,True,1092
0,39,51,False,False,False,False,False,False,False,True,1989
0,9,78,False,False,True,False,True,False,False,True,702
0,22,25,True,False,True,True,False,False,True,False,550
1,54,99,True,False,True,False,False,False,False,False,5346
0,29,36,True,False,False,False,True,False,False,False,1044
0,72,118,True,False,True,True,False,False,True,True,8496
0,72,80,True,False,True,False,True,False,False,False,5760
0,47,110,True,False,True,False,False,False,False,True,5170
0,28,50,False,True,True,True,True,False,False,False,1400
0,3,30,True,False,False,True,True,False,False,False,90
1,50,75,True,True,True,False,True,False,False,False,3750
0,2,95,True,False,True,True,False,False,True,True,190
0,2,71,True,False,True,False,True,False,False,False,142
0,70,110,False,False,True,False,False,False,False,True,7700
0,51,87,True,False,True,False,True,False,False,False,4437
1,65,104,True,False,True,False,False,False,False,False,6760
0,1,91,True,False,True,False,False,True,False,True,91
0,13,30,False,True,False,True,True,False,False,False,390
0,10,98,False,False,True,True,True,False,False,True,980
0,7,71,False,False,True,False,False,True,False,True,497
0,3,19,True,False,True,True,True,True,False,False,57
0,46,34,True,False,False,True,True,False,False,False,1564
0,56,76,True,False,True,True,False,True,False,False,4256
0,61,115,False,True,True,False,False,False,False,False,7015
0,52,93,True,True,True,False,False,False,True,False,4836
0,41,70,False,False,True,True,False,False,False,True,2870
0,68,26,False,False,True,False,False,False,False,False,1768
0,41,78,False,True,True,False,True,False,False,False,3198
0,50,70,True,True,True,False,True,False,False,False,3500
0,71,115,False,False,True,True,True,False,False,False,8165
0,22,83,True,False,True,True,True,True,False,False,1826
0,59,20,True,True,True,False,False,False,True,False,1180
0,6,70,True,True,True,True,False,False,False,False,420
0,33,24,False,True,True,True,False,True,False,True,792
0,17,24,False,True,True,False,False,False,False,True,408
0,49,60,True,True,True,False,False,True,False,False,2940
1,17,100,True,False,True,False,False,False,False,True,1700
0,15,65,True,True,True,True,True,False,False,False,975
0,8,20,True,True,True,True,True,False,False,False,160
0,22,65,True,False,True,False,True,False,False,False,1430
0,51,25,True,True,True,False,True,False,False,False,1275
0,43,92,False,False,True,False,True,False,False,False,3956
0,3,25,True,False,False,False,False,False,False,False,75
1,48,104,False,True,True,True,True,True,False,False,4992
0,34,61,False,True,True,True,False,False,True,False,2074
1,41,112,True,True,True,False,False,True,False,True,4592
0,67,112,False,True,True,True,True,True,False,False,7504
0,19,76,False,True,True,False,False,False,True,False,1444
0,63,100,False,True,True,False,False,False,False,False,6300
0,18,85,False,False,True,True,True,False,False,True,1530
0,1,21,False,False,True,False,False,False,False,False,21
0,11,94,False,False,True,True,True,False,True,True,1034
0,30,90,True,False,True,False,False,False,False,False,2700
0,23,75,True,False,True,True,True,False,False,True,1725
0,52,105,False,False,True,True,False,False,True,True,5460
0,13,20,True,True,True,True,False,True,False,False,260
0,54,63,True,True,True,False,False,False,False,False,3402
0,1,48,True,False,True,True,True,False,True,False,48
0,68,84,False,True,True,False,False,False,False,False,5712
0,3,64,True,False,True,False,False,False,False,False,192
0,1,68,True,True,True,False,True,True,False,True,68
0,34,63,False,False,True,False,False,False,False,True,2142
0,49,66,True,False,True,True,True,False,False,False,3234
0,23,20,False,True,True,False,False,False,False,False,460
0,46,85,False,True,True,False,False,True,False,False,3910
0,50,108,True,True,True,True,True,False,True,False,5400
0,1,45,True,False,False,True,True,False,False,True,45
0,24,80,True,False,True,True,True,False,False,False,1920
0,68,115,True,True,True,False,False,False,False,False,7820
0,31,21,False,False,True,True,True,False,False,False,651
0,64,50,False,True,False,False,False,False,False,False,3200
0,14,87,False,True,True,False,True,False,False,True,1218
0,59,52,True,False,False,True,False,False,False,False,3068
0,72,91,True,True,True,False,False,True,False,False,6552
0,4,98,False,True,True,False,False,False,False,True,392
0,32,84,False,False,True,False,False,True,False,True,2688
1,48,91,True,False,True,False,True,True,False,False,4368
0,72,110,True,False,True,True,True,False,True,False,7920
0,3,90,True,True,True,True,True,False,False,False,270
0,72,96,False,True,True,False,False,True,False,False,6912
0,18,84,True,False,True,False,True,False,True,False,1512
1,72,63,True,False,False,False,False,False,False,False,4536
1,32,86,False,False,True,False,True,False,True,True,2752
1,13,82,False,False,True,False,False,False,False,True,1066
0,7,30,False,True,False,False,False,True,False,False,210
0,6,56,False,True,True,True,True,False,True,True,336
0,4,55,False,False,True,True,True,False,False,False,220
0,13,20,False,True,True,True,True,False,False,False,260
0,64,104,True,False,True,True,False,False,True,False,6656
0,17,70,False,False,True,True,False,False,True,False,1190
0,40,51,False,True,False,True,True,True,False,False,2040
0,11,51,False,True,False,False,False,False,True,False,561
0,5,20,True,False,True,False,True,False,False,False,100
0,23,86,False,True,True,False,True,False,False,False,1978
0,68,77,True,False,True,True,True,False,True,False,5236
0,1,79,False,False,True,True,False,False,True,False,79
0,72,88,True,True,True,False,True,False,False,False,6336
0,57,41,False,False,False,True,True,False,False,False,2337
1,60,116,False,False,True,False,False,True,False,False,6960
1,6,45,True,False,True,False,False,False,False,False,270
0,55,90,True,True,True,True,True,True,False,False,4950
1,72,110,False,False,True,False,False,False,True,False,7920
0,70,68,True,False,True,False,False,False,False,False,4760
0,17,89,True,True,True,True,True,False,False,True,1513
0,9,60,True,False,True,True,True,False,False,False,540
0,51,60,True,True,True,True,True,False,False,False,3060
0,67,70,False,True,True,True,True,True,False,False,4690
0,1,76,False,False,True,False,False,False,False,True,76
0,3,25,False,False,False,True,False,True,False,True,75
0,6,51,False,False,False,False,True,False,False,False,306
0,10,66,False,True,True,False,True,False,False,False,660
0,21,86,False,False,True,False,False,True,False,False,1806
0,13,94,False,False,True,False,False,False,True,True,1222
0,51,75,True,False,True,False,False,False,False,False,3825
0,71,20,False,True,True,False,False,False,False,False,1420
0,1,80,True,False,True,False,False,False,False,True,80
1,65,99,True,False,True,True,False,True,False,False,6435
0,65,72,True,True,True,False,False,True,False,True,4680
0,64,24,False,False,True,False,False,False,False,False,1536
0,38,71,True,False,True,True,True,False,False,False,2698
0,56,110,False,False,True,False,False,False,False,False,6160
0,9,69,False,True,True,False,True,False,False,False,621
0,38,20,False,False,True,False,False,True,False,False,760
0,44,55,True,True,True,False,True,False,False,False,2420
0,71,80,True,False,True,False,True,True,False,False,5680
0,57,100,False,False,True,False,False,False,False,False,5700
0,43,49,False,False,False,True,True,False,False,True,2107
0,7,87,True,False,True,True,False,False,False,True,609
0,2,80,False,False,True,False,False,True,False,True,160
0,50,25,True,False,True,False,True,False,False,False,1250
0,72,83,False,False,True,False,False,False,False,False,5976
0,13,89,False,True,True,False,True,False,False,False,1157
0,19,70,True,False,True,False,False,False,False,False,1330
0,30,21,True,True,True,False,True,False,False,False,630
0,58,106,False,False,True,False,False,False,False,True,6148
0,7,21,True,True,True,False,True,False,False,False,147
0,55,20,True,True,True,False,False,False,False,False,1100
0,15,20,True,True,True,True,False,False,False,False,300
0,68,89,True,True,True,True,True,False,False,False,6052
0,54,100,False,False,True,False,False,False,False,True,5400
0,25,48,False,False,False,True,False,False,False,False,1200
0,1,84,False,False,True,False,False,False,False,True,84
0,72,21,True,False,True,False,False,False,False,False,1512
0,63,72,True,False,True,False,False,False,False,False,4536
0,42,20,True,True,True,True,True,True,False,False,840
1,37,37,True,False,False,False,False,True,False,False,1369
0,4,20,False,False,True,True,True,False,False,True,80
0,13,19,True,False,True,True,True,True,False,False,247
0,3,21,False,False,True,True,True,False,False,False,63
0,1,51,False,False,True,False,True,False,True,True,51
0,68,90,False,False,True,True,True,False,False,False,6120
0,10,60,True,False,True,False,False,True,False,False,600
0,62,81,True,True,True,False,False,False,True,False,5022
0,49,20,True,False,True,True,True,False,False,False,980
0,46,20,True,True,True,False,True,True,False,False,920
0,52,64,True,False,False,False,False,False,False,False,3328
0,26,82,False,True,True,True,False,False,False,False,2132
0,8,20,False,True,True,False,False,False,True,False,160
0,2,76,False,False,True,False,False,False,False,True,152
0,69,20,False,True,True,False,False,False,False,False,1380
0,4,29,False,False,False,True,False,False,True,False,116
0,11,76,True,False,True,False,True,False,False,False,836
1,9,49,True,False,True,True,True,False,False,False,441
0,29,69,False,False,True,False,False,False,True,True,2001
1,60,93,True,True,True,False,False,False,False,False,5580
1,27,31,True,False,False,False,False,True,False,True,837
0,57,20,True,True,True,False,False,False,False,False,1140
0,1,74,False,True,True,True,False,False,True,True,74
0,1,92,False,False,True,False,False,False,False,True,92
1,72,65,True,True,False,True,True,False,False,False,4680
0,31,91,False,True,True,False,True,False,False,True,2821
0,52,59,False,False,True,True,True,False,True,False,3068
1,48,59,False,False,True,True,False,False,True,False,2832
0,22,89,False,False,True,False,False,False,False,True,1958
0,13,75,False,False,True,False,False,False,False,True,975
0,6,80,True,False,True,False,False,False,False,False,480
0,7,54,False,False,True,True,True,True,False,False,378
0,71,109,False,True,True,True,True,False,False,False,7739
0,3,70,True,True,True,False,False,False,True,True,210
0,48,64,True,True,True,True,True,False,False,False,3072
0,9,55,True,True,True,False,False,True,False,False,495
1,7,74,True,False,True,True,False,False,True,True,518
0,18,35,False,True,False,False,False,False,False,True,630
1,11,60,True,False,True,False,True,True,False,False,660
0,9,85,False,False,True,False,True,False,False,False,765
1,10,79,True,False,True,True,True,True,False,True,790
1,26,85,False,False,True,True,False,False,True,True,2210
0,7,44,True,False,True,False,False,False,True,False,308
0,46,104,False,False,True,False,False,False,False,False,4784
0,27,26,True,True,True,False,False,False,True,False,702
0,1,70,True,False,True,False,True,False,False,True,70
1,40,56,False,False,False,False,False,False,False,True,2240
0,49,75,True,True,True,False,False,False,True,True,3675
0,68,108,True,False,True,True,False,False,True,True,7344
0,18,58,False,True,True,False,False,False,False,False,1044
1,28,106,False,False,True,True,True,True,False,True,2968
0,72,101,False,False,True,False,False,True,False,False,7272
0,62,85,False,False,True,False,True,True,False,False,5270
0,34,25,False,True,True,False,False,False,False,False,850
0,46,56,False,False,True,False,True,False,False,False,2576
0,31,82,True,False,True,False,False,False,False,False,2542
0,27,100,True,False,True,True,True,False,True,False,2700
0,30,54,True,True,True,True,True,False,False,False,1620
0,11,86,True,True,True,False,True,False,True,False,946
1,46,110,False,False,True,False,False,True,False,True,5060
0,44,50,False,False,True,True,True,False,False,False,2200
0,42,68,False,False,True,True,False,False,False,False,2856
0,18,50,True,False,True,True,True,False,False,True,900
0,50,19,False,False,True,True,False,True,False,False,950
0,7,51,False,True,True,True,True,False,False,False,357
0,66,90,False,True,True,False,False,False,False,False,5940
0,26,46,False,True,False,False,False,False,False,False,1196
0,1,69,True,False,True,False,False,True,False,True,69
0,67,93,True,False,True,False,False,False,False,False,6231
0,26,100,False,False,True,True,False,False,False,False,2600
0,52,95,False,False,True,False,False,False,False,False,4940
0,12,77,False,True,True,False,False,False,False,False,924
1,10,73,True,False,True,True,True,False,False,True,730
0,1,44,False,False,True,False,True,False,False,False,44
1,47,67,False,False,True,False,False,False,True,False,3149
0,57,90,True,False,True,True,True,False,False,False,5130
0,1,71,False,False,True,False,False,True,False,True,71
1,72,114,True,False,True,True,True,False,False,False,8208
1,45,34,False,False,False,False,True,True,False,False,1530
0,38,20,False,False,True,True,True,False,False,False,760
0,1,90,True,True,True,False,True,False,False,False,90
0,17,81,True,True,True,False,False,False,False,False,1377
0,59,76,False,True,True,True,False,True,False,False,4484
0,15,101,True,False,True,True,False,False,False,True,1515
0,32,73,True,False,True,True,False,True,False,False,2336
0,43,20,True,False,True,True,True,False,True,False,860
1,71,25,True,False,True,True,True,False,False,False,1775
0,54,115,False,False,True,False,False,False,False,False,6210
0,5,81,False,False,True,True,True,False,False,True,405
0,14,20,False,True,True,True,True,False,False,False,280
0,62,100,False,True,True,False,False,True,False,True,6200
1,72,90,False,True,True,False,False,False,False,False,6480
0,42,108,True,False,True,True,False,False,True,False,4536
1,72,26,False,False,True,False,False,True,False,False,1872
0,30,25,False,True,True,True,False,True,False,False,750
0,40,97,True,False,True,True,False,False,True,True,3880
0,25,35,False,True,False,True,True,False,False,False,875
0,65,67,True,False,True,False,False,False,True,False,4355
0,14,20,False,False,True,False,False,False,True,False,280
0,35,20,False,True,True,True,False,False,False,False,700
0,30,70,False,False,True,False,False,True,False,False,2100
0,30,86,False,True,True,True,False,True,False,False,2580
0,64,100,True,False,True,False,False,True,False,False,6400
0,71,90,True,True,True,False,True,False,False,False,6390
0,3,37,True,False,False,False,False,False,True,True,111
0,8,75,True,False,True,False,True,False,False,False,600
0,13,99,True,False,True,True,True,False,False,True,1287
0,48,25,False,False,True,False,False,False,False,False,1200
0,26,85,True,False,True,True,True,False,False,False,2210
0,36,76,False,False,True,False,False,True,False,False,2736
0,50,70,False,True,True,False,False,False,False,False,3500
0,49,55,True,False,True,False,False,False,False,False,2695
1,43,101,True,False,True,False,False,True,False,False,4343
0,8,19,True,True,True,False,False,False,False,False,152
0,2,61,False,True,True,True,False,True,False,False,122
0,53,86,True,True,True,False,True,False,False,False,4558
0,64,97,False,False,True,True,True,False,False,False,6208
0,17,56,True,False,True,True,True,False,False,False,952
0,53,20,True,False,True,True,False,True,False,False,1060
0,1,51,True,False,True,False,False,False,True,False,51
